Účet,Transfery,Popis,Kategorie,Datum,Částka
Hotovost,,"Rum, Pivo, Nákup, Jídlo - Kadlecovo zapíjání titulu",Volný čas > Párty,26/06/2014,-651.00
Hotovost,,"Babička, Frantik",Dary,28/06/2014,700.00
Hotovost,,Jídlo A Nástěnka,Jídlo > Nákupy,29/06/2014,-232.00
Hotovost,,Od Tatky,Dary,29/06/2014,800.00
Hotovost,,Vino,Volný čas > Párty,01/07/2014,-70.00
Hotovost,,Nákupy,Jídlo > Nákupy,01/07/2014,-232.00
Hotovost,,Pivo A Rohlíky,Volný čas > Párty,01/07/2014,-112.00
Hotovost,,Stravování venku,Jídlo > Restaurace,02/07/2014,-110.00
Hotovost,,Burnout - žrádlo,Jídlo > Nákupy,03/07/2014,-214.00
Hotovost,,Sám u Tří ocásků,Volný čas > Párty,04/07/2014,-90.00
Hotovost,,Jídlo Na Workshopu,Jídlo > Restaurace,05/07/2014,-120.00
Hotovost,,2 Pivka Po Běhání,Volný čas > Párty,06/07/2014,-60.00
Hotovost,,Jídlo Na Workshopu,Jídlo > Restaurace,06/07/2014,-120.00
Hotovost,,S Márou M. na pivo,Volný čas > Párty,07/07/2014,-355.00
Hotovost,,Nákupy,Jídlo > Nákupy,07/07/2014,-16.00
Hotovost,,Inspirujme - víno,Volný čas > Párty,08/07/2014,-164.00
Hotovost,,Mš Po Schůzce,Volný čas > Párty,09/07/2014,-180.00
Hotovost,,Oběd (nejde Plyn),Jídlo > Restaurace,09/07/2014,-100.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",10/07/2014,-100.00
Hotovost,,Jirkovi Za Kaplafest,Volný čas > Párty,11/07/2014,-200.00
Hotovost,,Sociální zabezpečení,Další příjmy,11/07/2014,700.00
Hotovost,,"Pá - Hradiště, So - Nivnice",Volný čas > Párty,12/07/2014,-880.00
Hotovost,,Stravování venku,Jídlo > Restaurace,12/07/2014,-69.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",13/07/2014,-80.00
Hotovost,,Stravování venku,Jídlo > Restaurace,14/07/2014,-102.00
Hotovost,,Vino A Limca,Volný čas > Párty,14/07/2014,-85.00
Hotovost,,Nákupy,Jídlo > Nákupy,14/07/2014,-171.00
Hotovost,,"Pasta, Deodorant",Hygienické potřeby,14/07/2014,-106.00
Hotovost,,Holicka,Služby > Holič,14/07/2014,-200.00
Hotovost,,Pizza,Jídlo > Restaurace,14/07/2014,-35.00
Hotovost,,Stravování venku,Jídlo > Restaurace,15/07/2014,-35.00
Hotovost,,"Sono, Žíznivý papoušek",Volný čas > Párty,16/07/2014,-400.00
Hotovost,,"Pod Lékarnou, Víno",Volný čas > Párty,17/07/2014,-400.00
Hotovost,,"Piva, Kupko, Tip",Volný čas > Párty,18/07/2014,-451.00
Hotovost,,Kupkofest,Volný čas > Párty,19/07/2014,-600.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",20/07/2014,-80.00
Hotovost,,"Hambáč, 2 piva",Jídlo > Restaurace,20/07/2014,-170.00
Hotovost,,Nákupy,Jídlo > Nákupy,21/07/2014,-120.00
Hotovost,,Šalinkarta,Doprava > MHD,21/07/2014,-275.00
Hotovost,,Kafe,Jídlo > Restaurace,22/07/2014,-40.00
Hotovost,,Žvýkačky A Rohlíky,Jídlo > Nákupy,23/07/2014,-32.00
Hotovost,,2 Piva,Volný čas > Párty,23/07/2014,-52.00
Hotovost,,Brno Zlín,"Doprava > Vlaky, autobusy a jiné",25/07/2014,-110.00
Hotovost,,Sociální zabezpečení,Další příjmy,26/07/2014,700.00
Hotovost,,Zlín Brod,"Doprava > Vlaky, autobusy a jiné",26/07/2014,-56.00
Hotovost,,Internet Od Hareho,Další příjmy,26/07/2014,280.00
Hotovost,,Zlín: Vino U Martina,Volný čas > Párty,26/07/2014,-80.00
Hotovost,,"Zábava - hospody, koncerty",Volný čas > Párty,27/07/2014,-113.00
Hotovost,,Stravování venku,Jídlo > Restaurace,27/07/2014,-35.00
Hotovost,,Lanové Centum,Volný čas > Fitness a sport,27/07/2014,-350.00
Hotovost,,Nákupy,Jídlo > Nákupy,27/07/2014,-19.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",27/07/2014,-100.00
Hotovost,,Pivo Na Piknik,Volný čas > Párty,27/07/2014,-65.00
Hotovost,,Kebab,Jídlo > Restaurace,27/07/2014,-110.00
Hotovost,,Vino,Volný čas > Párty,27/07/2014,-120.00
Hotovost,,Na pivu v Brně,Volný čas > Párty,29/07/2014,-165.00
Hotovost,,Nákupy,Jídlo > Nákupy,29/07/2014,-60.00
Hotovost,,Oběd Rado Pittner,Jídlo > Restaurace,29/07/2014,-100.00
Hotovost,,Nákupy,Jídlo > Nákupy,30/07/2014,-52.00
Hotovost,,Bánov - Nivnice - Uherský Brod,"Doprava > Vlaky, autobusy a jiné",31/07/2014,-14.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",31/07/2014,-100.00
Hotovost,,Kniha Davidovi K Narozeninam,Dárky,31/07/2014,-252.00
Hotovost,,Nová bilance,Další výdaje,31/07/2014,-182.00
Hotovost,,Kino,Volný čas > Kulturní akce,31/07/2014,-120.00
Hotovost,,"Lopeník - kafe, voda",Jídlo > Restaurace,01/08/2014,-50.00
Hotovost,,Pivní slavnosti,Volný čas > Párty,02/08/2014,-150.00
Hotovost,,U Juhása - jedno,Volný čas > Párty,02/08/2014,-25.00
Hotovost,,Kalůsovi - cestovné,Doprava > Další,02/08/2014,-50.00
Hotovost,,"Piva, aktivity",Volný čas > Párty,03/08/2014,-608.00
Hotovost,,Nákupy,Jídlo > Nákupy,04/08/2014,-55.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",04/08/2014,-100.00
Hotovost,,Nákupy,Jídlo > Nákupy,05/08/2014,-106.00
Hotovost,,Inspirujme,Volný čas > Párty,05/08/2014,-160.00
Hotovost,,Nákupy,Jídlo > Nákupy,06/08/2014,-28.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",08/08/2014,-80.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",11/08/2014,-100.00
Hotovost,,"Brno, Lapač, Koncert Korytná, Neděla piva a jídlo atd.",Volný čas > Párty,11/08/2014,-1 154.00
Hotovost,,Na ostrožsků,"Doprava > Vlaky, autobusy a jiné",11/08/2014,-50.00
Hotovost,,Pivo + Pizza,Volný čas > Párty,12/08/2014,-141.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",13/08/2014,-100.00
Hotovost,,"Zábava - hospody, koncerty",Volný čas > Párty,14/08/2014,-100.00
Hotovost,,Kupko,Volný čas > Fitness a sport,15/08/2014,-55.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",17/08/2014,-50.00
Hotovost,,Burger s vejcem,Jídlo > Restaurace,18/08/2014,-38.00
Hotovost,,S gymplákama u Opice,Volný čas > Párty,18/08/2014,-120.00
Hotovost,,žvýkačky,Jídlo > Nákupy,18/08/2014,-13.00
Hotovost,,"Lapač, Petanque, Neděle večer",Volný čas > Párty,18/08/2014,-1 088.00
Hotovost,,Kniha pro Veroniku D.,Dárky,18/08/2014,-200.00
Hotovost,,Nákupy,Jídlo > Nákupy,19/08/2014,-48.00
Hotovost,,"pivo s Frantou, víno s bytem",Volný čas > Párty,20/08/2014,-180.00
Hotovost,,Nákupy,Jídlo > Nákupy,20/08/2014,-55.00
Hotovost,,Nákupy,Jídlo > Nákupy,20/08/2014,-40.00
Hotovost,,Šampion A Pasta,Hygienické potřeby,20/08/2014,-84.00
Hotovost,,"S Věrkou, pivo a cigarety",Volný čas > Párty,21/08/2014,-376.00
Hotovost,,Nákupy,Jídlo > Nákupy,21/08/2014,-95.00
Hotovost,,"Oběd Franta, Nikol",Jídlo > Restaurace,22/08/2014,-280.00
Hotovost,,jídlo a víno frantovi,Jídlo > Nákupy,22/08/2014,-200.00
Hotovost,,Brno - Karolinka,"Doprava > Vlaky, autobusy a jiné",22/08/2014,-426.00
Hotovost,,"Zábava - hospody, koncerty",Volný čas > Párty,24/08/2014,-160.00
Hotovost,,Nákupy,Jídlo > Nákupy,24/08/2014,-50.00
Hotovost,,Nákupy,Jídlo > Nákupy,24/08/2014,-28.00
Hotovost,,Šalinkarta,Doprava > MHD,25/08/2014,-275.00
Hotovost,,Respekt,Rozvoj a vzdělání > Další,25/08/2014,-42.00
Hotovost,,Stravování venku,Jídlo > Restaurace,26/08/2014,-35.00
Hotovost,,Nákupy,Jídlo > Nákupy,26/08/2014,-51.00
Hotovost,,Stravování venku,Jídlo > Restaurace,26/08/2014,-38.00
Hotovost,,Nákupy,Jídlo > Nákupy,27/08/2014,-96.00
Hotovost,,Nákupy,Jídlo > Nákupy,28/08/2014,-40.00
Hotovost,,Nákupy,Jídlo > Nákupy,28/08/2014,-40.00
Hotovost,,Lapač,Volný čas > Párty,29/08/2014,-300.00
Hotovost,,Sociální zabezpečení,Další příjmy,29/08/2014,700.00
Hotovost,,Veselí - koncert,Volný čas > Párty,30/08/2014,-600.00
Hotovost,,Stravování venku,Jídlo > Restaurace,30/08/2014,-105.00
Hotovost,,"Bláhovka, Johnnies",Volný čas > Párty,31/08/2014,-255.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",31/08/2014,-160.00
Hotovost,,Nákupy,Jídlo > Nákupy,02/09/2014,-74.00
Hotovost,,Pivo Na Schůzce,Volný čas > Párty,03/09/2014,-40.00
Hotovost,,Posilka,Volný čas > Fitness a sport,03/09/2014,-80.00
Hotovost,,Bánov - Nivnice - Uherský Brod,"Doprava > Vlaky, autobusy a jiné",04/09/2014,-14.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",04/09/2014,-80.00
Hotovost,,MacBook,Majetek > Elektronika,04/09/2014,-30 780.00
Hotovost,,Barber Shop,Služby > Holič,04/09/2014,-500.00
Hotovost,,Nivnické hody,Volný čas > Párty,07/09/2014,-907.00
Hotovost,,"Zábava - hospody, koncerty",Volný čas > Párty,08/09/2014,-20.00
Hotovost,,Pomada,Hygienické potřeby,08/09/2014,-350.00
Hotovost,,Nákupy,Jídlo > Nákupy,08/09/2014,-79.00
Hotovost,,Junk ke sledování Keynote,Jídlo > Restaurace,09/09/2014,-155.00
Hotovost,,Nákupy,Jídlo > Nákupy,11/09/2014,-119.00
Hotovost,,Junk food,Jídlo > Nákupy,11/09/2014,-46.00
Hotovost,,Lapač,Volný čas > Párty,12/09/2014,-668.00
Hotovost,,Junk food,Jídlo > Nákupy,12/09/2014,-36.00
Hotovost,,Cigara,Volný čas > Párty,14/09/2014,-84.00
Hotovost,,Junk food,Jídlo > Nákupy,15/09/2014,-52.00
Hotovost,,Junk,Jídlo > Nákupy,16/09/2014,-46.00
Hotovost,,Pivo s Danou,Volný čas > Párty,16/09/2014,-60.00
Hotovost,,"Mamut, Stoják, cigára, pizza",Volný čas > Párty,17/09/2014,-373.00
Hotovost,,Nákupy,Jídlo > Nákupy,17/09/2014,-83.00
Hotovost,,Junk food,Jídlo > Restaurace,18/09/2014,-65.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",19/09/2014,-240.00
Hotovost,,Junk food,Jídlo > Nákupy,19/09/2014,-61.00
Hotovost,,Junk,Jídlo > Nákupy,20/09/2014,-196.00
Hotovost,,Sociální zabezpečení,Další příjmy,20/09/2014,700.00
Hotovost,,U ocasků,Volný čas > Párty,21/09/2014,-125.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",21/09/2014,-80.00
Hotovost,,Balkán,Volný čas > Párty,21/09/2014,-329.00
Hotovost,,Junk na grilovačku,Jídlo > Nákupy,23/09/2014,-126.00
Hotovost,,Cigara,Volný čas > Kulturní akce,23/09/2014,-80.00
Hotovost,,Nákupy,Jídlo > Nákupy,23/09/2014,-140.00
Hotovost,,U Hory soli,Volný čas > Párty,24/09/2014,-200.00
Hotovost,,Junk,Jídlo > Nákupy,25/09/2014,-39.00
Hotovost,,MHD,Doprava > MHD,25/09/2014,-715.00
Hotovost,,PUnkhart koncert brno,Volný čas > Párty,26/09/2014,-355.00
Hotovost,,Junk + cigarety,Volný čas > Párty,26/09/2014,-127.00
Hotovost,,Junk,Jídlo > Nákupy,26/09/2014,-49.00
Hotovost,,Nákupy,Jídlo > Nákupy,26/09/2014,-126.00
Hotovost,,Večeřa s Petrů,Jídlo > Restaurace,27/09/2014,-340.00
Hotovost,,Němčina,Rozvoj a vzdělání > Knihy,27/09/2014,-289.00
Hotovost,,Zelený čaj,Jídlo > Nákupy,27/09/2014,-91.00
Hotovost,,Junk,Jídlo > Nákupy,28/09/2014,-53.00
Hotovost,,Stravování venku,Jídlo > Restaurace,29/09/2014,-80.00
Hotovost,,Nákupy,Jídlo > Nákupy,29/09/2014,-13.00
Hotovost,,"Junk, burčák, cigára",Volný čas > Párty,30/09/2014,-150.00
Hotovost,,Nákupy,Jídlo > Nákupy,30/09/2014,-153.00
Hotovost,,Hajzlpapír,Bydlení > Další,01/10/2014,-35.00
Hotovost,,"U orla, Pivní burza",Volný čas > Párty,02/10/2014,-350.00
Hotovost,,"Mezzanine, Stopkova",Volný čas > Párty,03/10/2014,-230.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",04/10/2014,-100.00
Hotovost,,Hody v Brodě,Volný čas > Párty,05/10/2014,-1 225.00
Hotovost,,Pivo nad seminárkou,Volný čas > Párty,07/10/2014,-35.00
Hotovost,,Kafé,Jídlo > Restaurace,07/10/2014,-15.00
Hotovost,,Tisk,Rozvoj a vzdělání > Další,07/10/2014,-34.00
Hotovost,,Junk,Jídlo > Nákupy,08/10/2014,-77.00
Hotovost,,"Junk, Piva, Cigarety",Volný čas > Párty,09/10/2014,-599.00
Hotovost,,Junk,Jídlo > Nákupy,09/10/2014,-90.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",11/10/2014,-100.00
Hotovost,,Babička,Dary,12/10/2014,1 000.00
Hotovost,,Bánov - Nivnice - Uherský Brod,"Doprava > Vlaky, autobusy a jiné",12/10/2014,-28.00
Hotovost,,"Jídlo pro Petru, gel, rubber",Jídlo > Nákupy,13/10/2014,-231.00
Hotovost,,Bánov - Nivnice - Uherský Brod,"Doprava > Vlaky, autobusy a jiné",13/10/2014,-14.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",14/10/2014,-70.00
Hotovost,,"S Fijů v Opici, Stáji",Volný čas > Párty,15/10/2014,-274.00
Hotovost,,"Kafe, Sádlo, uzeniny, zelenina, koření",Jídlo > Nákupy,15/10/2014,-332.00
Hotovost,,"Kafé, při mentoringu",Jídlo > Restaurace,15/10/2014,-120.00
Hotovost,,"Mimo školu sraz, Veru oslava",Volný čas > Párty,17/10/2014,-456.00
Hotovost,,junk + cigarety,Volný čas > Cigarety a drogy,17/10/2014,-154.00
Hotovost,,oběd na workshopu,Jídlo > Restaurace,18/10/2014,-80.00
Hotovost,,Pivo,Volný čas > Párty,19/10/2014,-90.00
Hotovost,,Cigarety + Junk,Volný čas > Cigarety a drogy,19/10/2014,-150.00
Hotovost,,"Piva, cigára",Volný čas > Párty,21/10/2014,-357.00
Hotovost,,junk,Jídlo > Nákupy,22/10/2014,-68.00
Hotovost,,Nákupy,Jídlo > Nákupy,23/10/2014,-245.00
Hotovost,,Junk,Jídlo > Nákupy,24/10/2014,-86.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",24/10/2014,-80.00
Hotovost,,Kafe,Jídlo > Restaurace,24/10/2014,-30.00
Hotovost,,Nákupy,Jídlo > Nákupy,25/10/2014,-70.00
Hotovost,,Sociální zabezpečení,Další příjmy,25/10/2014,700.00
Hotovost,,Juhás,Volný čas > Párty,26/10/2014,-80.00
Hotovost,,Junk,Jídlo > Nákupy,26/10/2014,-58.00
Hotovost,,Bánov - Nivnice - Uherský Brod,"Doprava > Vlaky, autobusy a jiné",27/10/2014,-28.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",28/10/2014,-80.00
Hotovost,,Junk+cigarety,Volný čas > Cigarety a drogy,28/10/2014,-140.00
Hotovost,,Junk,Jídlo > Nákupy,02/11/2014,-61.00
Hotovost,,Nová bilance,Další příjmy,02/11/2014,814.00
Hotovost,,"Cigarety, Junk, Pivo",Volný čas > Párty,03/11/2014,-358.00
Hotovost,,Junk,Jídlo > Nákupy,04/11/2014,-42.00
Hotovost,,Junk,Jídlo > Nákupy,05/11/2014,-77.00
Hotovost,,"Green, pohotovost, junk",Volný čas > Párty,05/11/2014,-719.00
Hotovost,,"Bánov, UH, U Karla",Volný čas > Párty,09/11/2014,-574.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",09/11/2014,-100.00
Hotovost,,cigára,Volný čas > Párty,10/11/2014,-101.00
Hotovost,,Ibalgin,"Jídlo > Doplňky, nootropika a léky",10/11/2014,-37.00
Hotovost,,Holič,Služby > Holič,10/11/2014,-350.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",10/11/2014,-100.00
Hotovost,,junk,Jídlo > Nákupy,11/11/2014,-41.00
Hotovost,,junk,Jídlo > Nákupy,11/11/2014,-27.00
Hotovost,,"Káva, žvýkačky",Jídlo > Nákupy,11/11/2014,-26.00
Hotovost,,Obed,Jídlo > Restaurace,12/11/2014,-100.00
Hotovost,,"Víno, Stab, Pivo, Junk",Volný čas > Párty,13/11/2014,-556.00
Hotovost,,pomáda,Hygienické potřeby,14/11/2014,-400.00
Hotovost,,Kino s Petrů,Volný čas > Kulturní akce,14/11/2014,-278.00
Hotovost,,Kafé,Jídlo > Restaurace,14/11/2014,-40.00
Hotovost,,Nákupy,Jídlo > Nákupy,15/11/2014,-70.00
Hotovost,,"Voda, kafé na schůzce",Jídlo > Restaurace,15/11/2014,-70.00
Hotovost,,Pizza,Jídlo > Restaurace,16/11/2014,-35.00
Hotovost,,Voda - minutový networking,Jídlo > Restaurace,16/11/2014,-110.00
Hotovost,,Junk,Jídlo > Nákupy,16/11/2014,-50.00
Hotovost,,Nákupy,Jídlo > Nákupy,19/11/2014,-290.00
Hotovost,,Pivo na afterpárty Edufora,Volný čas > Párty,20/11/2014,-35.00
Hotovost,,Kafe - schůzka,Jídlo > Restaurace,21/11/2014,-50.00
Hotovost,,Pivo s Frantou,Volný čas > Párty,21/11/2014,-229.00
Hotovost,,cigarety + junk,Volný čas > Párty,25/11/2014,-200.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",25/11/2014,-100.00
Hotovost,,Mamka,Dary,25/11/2014,500.00
Hotovost,,"Čaj, burger",Jídlo > Restaurace,27/11/2014,-70.00
Hotovost,,Nákupy,Jídlo > Nákupy,27/11/2014,-16.00
Hotovost,,Taťka na dárky,Dary,28/11/2014,2 200.00
Hotovost,,Cigarety + jídlo,Volný čas > Cigarety a drogy,28/11/2014,-139.00
Hotovost,,"Hanka oslava, Pivo s markem, Cigára, Junk food",Volný čas > Párty,30/11/2014,-961.00
Hotovost,,Respekt,Rozvoj a vzdělání > Knihy,01/12/2014,-42.00
Hotovost,,Junk,Jídlo > Nákupy,02/12/2014,-39.00
Hotovost,,Cigarety + turbomošt,Volný čas > Párty,02/12/2014,-134.00
Hotovost,,Tisk papírů,Rozvoj a vzdělání > Další,02/12/2014,-21.00
Hotovost,,Nákupy,Jídlo > Nákupy,03/12/2014,-184.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",04/12/2014,-80.00
Hotovost,,"Ctvrtek s Maců, pátek Lapač a tropic",Volný čas > Párty,06/12/2014,-735.00
Hotovost,,junk + cigarety,Volný čas > Cigarety a drogy,08/12/2014,-223.00
Hotovost,,Junk,Jídlo > Nákupy,10/12/2014,-31.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",10/12/2014,-94.00
Hotovost,,Junk,Jídlo > Nákupy,11/12/2014,-98.00
Hotovost,,Nová bilance,Další výdaje,24/12/2014,-1 028.00
Hotovost,,Nová bilance,Další výdaje,03/01/2015,-90.00
Hotovost,,MHD,Doprava > MHD,05/01/2015,-20.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",05/01/2015,-100.00
Hotovost,,"Scala, Pub, Poslední leč",Volný čas > Párty,06/01/2015,-285.00
Hotovost,,Nákupy,Jídlo > Nákupy,06/01/2015,-300.00
Hotovost,,"Drogerie - sampon, vaticky, kapesniky, pasta",Hygienické potřeby,06/01/2015,-159.00
Hotovost,,Touch Art Výplata,Práce,06/01/2015,6 000.00
Hotovost,,"Kabát, blejzr, rukavice",Oblečení,07/01/2015,-3 987.00
Hotovost,,K2 s Macou a Zdenkem,Volný čas > Párty,09/01/2015,-250.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",09/01/2015,-80.00
Hotovost,,Hasičský ples - Nivnice,Volný čas > Párty,10/01/2015,-450.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",11/01/2015,-100.00
Hotovost,,"Pivo s Market, Anďou v Pomaláči",Volný čas > Párty,12/01/2015,-165.00
Hotovost,,Monitor,Majetek > Elektronika,12/01/2015,-3 227.00
Hotovost,,Pivka s Kubu Tížkem a cigarety,Volný čas > Párty,13/01/2015,-231.00
Hotovost,,Hajzlpapír,Bydlení > Další,13/01/2015,-24.00
Hotovost,,Nákupy,Jídlo > Nákupy,13/01/2015,-281.00
Hotovost,,Nákupy,Jídlo > Nákupy,15/01/2015,-153.00
Hotovost,,"čt-pá alkohol, so junk food",Volný čas > Párty,17/01/2015,-737.00
Hotovost,,Impact HUB + networking,Volný čas > Párty,20/01/2015,-330.00
Hotovost,,Kafé - po obědě,Jídlo > Restaurace,20/01/2015,-40.00
Hotovost,,Špunty do uší,Hygienické potřeby,20/01/2015,-56.00
Hotovost,,Kafé - inspirujme,Jídlo > Restaurace,20/01/2015,-50.00
Hotovost,,Jídlo + pivo,Volný čas > Párty,21/01/2015,-300.00
Hotovost,,Praha,Doprava > MHD,21/01/2015,-72.00
Hotovost,,Nákupy,Jídlo > Nákupy,22/01/2015,-16.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",22/01/2015,-94.00
Hotovost,,Holič + olejík,Služby > Holič,22/01/2015,-650.00
Hotovost,,Junk,Jídlo > Nákupy,22/01/2015,-67.00
Hotovost,,Doplatek Student Agency,"Doprava > Vlaky, autobusy a jiné",22/01/2015,-52.00
Hotovost,,Junk,Jídlo > Nákupy,24/01/2015,-142.00
Hotovost,,Brno,"Doprava > Vlaky, autobusy a jiné",26/01/2015,-80.00
Hotovost,,Cigára + Junk,Volný čas > Cigarety a drogy,27/01/2015,-230.00
Hotovost,,"Simona, Berta v Lékarně + cigára",Volný čas > Párty,29/01/2015,-281.00
Hotovost,,Nákupy,Jídlo > Nákupy,29/01/2015,-322.00
Hotovost,,"Zábava - hospody, koncerty",Volný čas > Párty,30/01/2015,-120.00
Hotovost,,Junk,Jídlo > Nákupy,30/01/2015,-101.00
Hotovost,,"Zaťuk s Márů, Elizabeth",Volný čas > Párty,31/01/2015,-537.00
Hotovost,,Junk,Jídlo > Nákupy,02/02/2015,-99.00
Hotovost,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",02/02/2015,-100.00
Hotovost,,"Oslava narozenin - Balkán, Amos, Tropic",Volný čas > Párty,06/02/2015,-452.00
Hotovost,,Cigarety + drogy,Volný čas > Cigarety a drogy,06/02/2015,-91.00
Hotovost,,Narozeniny - Babička Brod,Dary,07/02/2015,500.00
Hotovost,,Kebab,Jídlo > Restaurace,07/02/2015,-66.00
Hotovost,,Juhás s Radimem,Volný čas > Párty,07/02/2015,-80.00
Hotovost,,Nivnice,"Doprava > Vlaky, autobusy a jiné",07/02/2015,-28.00
Hotovost,,Cigarety + drogy,Volný čas > Cigarety a drogy,07/02/2015,-78.00
Hotovost,,Kebab + cola,Jídlo > Restaurace,07/02/2015,-120.00
Hotovost,,Narozeniny - Mamka,Dary,10/02/2015,500.00
Hotovost,,K narozeninám,Jídlo > Restaurace,10/02/2015,-162.00
Hotovost,,"Tužky, sešit",Rozvoj a vzdělání > Další,10/02/2015,-134.00
Hotovost,,Moleskine (předražený),Rozvoj a vzdělání > Další,12/02/2015,-712.00
Hotovost,,Cigarety + drogy,Volný čas > Cigarety a drogy,12/02/2015,-85.00
Hotovost,,Párek v rohliku,Jídlo > Restaurace,12/02/2015,-15.00
Hotovost,,Kafe,Jídlo > Restaurace,12/02/2015,-20.00
Hotovost,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",12/02/2015,-194.00
Hotovost,,Trestňák,Volný čas > Párty,13/02/2015,-300.00
Hotovost,,Bánov - narozeniny,Dary,13/02/2015,3 000.00
Hotovost,,Bánov,"Doprava > Vlaky, autobusy a jiné",13/02/2015,-14.00
Hotovost,,Hasičské šibřinky,Volný čas > Párty,14/02/2015,-851.00
Hotovost,,Narozeniny - Babička bánov,Dary,14/02/2015,2 000.00
Hotovost,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",15/02/2015,-100.00
Hotovost,,Junk,Jídlo > Nákupy,16/02/2015,-98.00
Hotovost,,B4B,Volný čas > Schůzky,18/02/2015,-200.00
Hotovost,,Praha,"Doprava > Vlaky, autobusy a jiné",19/02/2015,-210.00
Hotovost,,2 pivka,Volný čas > Párty,19/02/2015,-80.00
Hotovost,,MHD Praha,Doprava > MHD,19/02/2015,-24.00
Hotovost,,Nákupy,Jídlo > Nákupy,19/02/2015,-130.00
Hotovost,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",20/02/2015,-80.00
Hotovost,,Cigarety + drogy,Volný čas > Cigarety a drogy,21/02/2015,-80.00
Hotovost,,Pivo - Amos,Volný čas > Párty,21/02/2015,-200.00
Hotovost,,Guinness,Volný čas > Párty,22/02/2015,-69.00
Hotovost,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",22/02/2015,-80.00
Hotovost,,Cigarety + drogy,Volný čas > Cigarety a drogy,23/02/2015,-100.00
Hotovost,,"Stáj - Filip, Lucka, Haračtí, Kadlec",Volný čas > Párty,23/02/2015,-160.00
Hotovost,,"Yufka, Párek v rohlíku",Jídlo > Restaurace,24/02/2015,-80.00
Hotovost,,"Bar, kt. neexistuje, Metro - s Radkem D.",Volný čas > Párty,24/02/2015,-500.00
Hotovost,,Cigára,Volný čas > Cigarety a drogy,24/02/2015,-90.00
Hotovost,,Točené víno - 2l,Volný čas > Párty,24/02/2015,-150.00
Hotovost,,"Tři ocásci - Vojta, M. Brožek",Volný čas > Párty,24/02/2015,-60.00
Hotovost,,Junk,Jídlo > Nákupy,24/02/2015,-100.00
